SNO,Author,Title,Year,Department,Course,
6681,"ROY, ARUNDHATI",AN ORDINARY PERSONS GUIDE TO EMPIRE /,1991,CSE,MTCSE_CS,
1211,"HAYKIN, SIMON",ANALOG AND DIGITAL COMMUNICATIONS /,2001,CSE,CSE,
2561,"HSU, HWEI P.",ANALOG AND DIGITAL COMMUNICATIONS /,2006,CSE,CSE,
4376,"CHAKRABARTI, P.",ANALOG COMMUNICATION SYSTEMS /,2006,CSE,CSE,
5368,"GODSE, A.P.",ANALOG COMMUNICATIONS /,2000,CSE,CSE,
5100,"MALOBERTI, FRANCO",ANALOG DESIGN FOR CMOS VLSI SYSTEMS /,2007,CSE,CSE,
2210,"SENN, JAMES A.",ANALYSIS & DESIGN OF INFORMATION SYSTEMS /,2001,CSE,CSE,
43448,"VAUGHAN,  DANIEL",ANALYTICAL SKILLS FOR AI & DATA SCIENCE /,2020,CSE,ME,
2854,"SOUNDARA RAJAN, V.",ANENNAS AND WAVE PROPAGATION /,2008,CSE,CSE,
43561,"BRONSON,  GARY J.",ANSIC PROGRAMMING /,2016,CSE,DMEC,
4904,"PRASAD, K.D.",ANTENNA & WAVE PROPAGATION /,1996,CSE,CSE,
4523,"APPAKUTTY, V.",ANTENNA HAND BOOK /,2001,CSE,CSE,
5608,"BALANIS, A. CONSTANTINE",ANTENNA THEORY ANALYSIS AND DESIGN /,2005,CSE,CSE,
2446,"CONSTANTINE, A.",ANTENNA THEORY ANALYSIS AND DESIGN /,2006,CSE,CSE,
4843,"CHATTERJEE, RAJESWARI",ANTENNA THEORY AND PRACTICE /,2006,CSE,CSE,
1181,"KRAUS, JOHN D.",ANTENNAS /,2006,CSE,CSE,
3576,"KRAUS, JOHN D.",ANTENNAS :,2007,CSE,CSE,
4771,"SMITH, SEBASTIAN",APPLICATION SPECIFIC INTEGRATED CIRCUITS /,2007,CSE,CSE,
2771,"SMITH, MICHAEL JOHN SEBASTIAN",APPLICATION-SPECIFIC INTEGRATED CIRCUITS /,2005,CSE,CSE,
6135,"ARUMUGAM, M.",APPLIED PHYSICS /,2004,CSE,CSE,
6245,"CHANDRA SHEKAR, M.",APPLIED PHYSICS /,2005,CSE,CSE,
4105,"TEST, PAPER",APPLIED PHYSICS /,1995,CSE,CSE,
6646,"AGGARWAL, R.S.",ARITHMETIC /,2016,CSE,DCSE,
4875,"PARTAB, H.",ART & SCIENCE OF UTILISATION OF ELECTRICAL ENGINEE /,2006,CSE,CSE,
5479,"KNUTH, DONALD E.",ART OF COMPUTER PROGRAMMING /,2002,CSE,CSE,
45585,RICH ELAINE.,ARTIFICIAL INTELLIGENCE,2024,CSE,CSM,
43441,"DEVA,  RAHUL",ARTIFICIAL INTELLIGENCE /,2014,CSE,ME,
43438,"FLUGER,  GEORGE",ARTIFICIAL INTELLIGENCE /,2021,CSE,ME,
43424,"KAUSHIK,  SARAJ",ARTIFICIAL INTELLIGENCE /,2011,CSE,ME,
43529,"KULKARNI,  PARAG",ARTIFICIAL INTELLIGENCE /,2021,CSE,EEE,
43538,"MISHRA,  R.B.",ARTIFICIAL INTELLIGENCE /,2013,CSE,DMEC,
43428,"NILSSON,  NILSJ",ARTIFICIAL INTELLIGENCE /,2003,CSE,ME,
43473,"RICH,  ELAINE",ARTIFICIAL INTELLIGENCE /,2019,CSE,ME,
1002,"RICH, ELAINE",ARTIFICIAL INTELLIGENCE /,2008,CSE,CSE,
43440,"RUSSELL,  STUARD",ARTIFICIAL INTELLIGENCE /,2015,CSE,ME,
5514,"RUSSELL, STUART",ARTIFICIAL INTELLIGENCE /,2004,CSE,CSE,
43516,"SATISH KUMAR,  L.",ARTIFICIAL INTELLIGENCE /,2019,CSE,DCIV,
1873,"SUDHEER KUMAR READY, D.",ARTIFICIAL INTELLIGENCE /,1996,CSE,CSE,
2557,"WINSTION, D.N.",ARTIFICIAL INTELLIGENCE /,2010,CSE,CSE,
43439,"WINSTON,  PARTRICK HENRY",ARTIFICIAL INTELLIGENCE /,2007,CSE,ME,
43537,"RAHMAN,  WAS",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING /,2020,CSE,DMEC,
43525,"VENUGOPAL,  C.K.",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING /,2019,CSE,DMEC,
43535,"BHATTACHARJEE,  ANINDITA DAS",ARTIFICIAL INTELLIGENCE AND SOFT COMPUTING FOR BEGINNERS /,2018,CSE,DEEE,
43475,"GOEL,  LOVIKA",ARTIFICIAL INTELLIGENCE CONCEPTS AND APPLICATIONS /,2021,CSE,ME,
43496,"CHAKRABORTY,  UTPAL",ARTIFICIAL INTELLIGENCE FOR ALL /,2020,CSE,DMEC,
43469,"BHATTACHARJEE,  SUBHASREE",ARTIFICIAL INTELLIGENCE FOR STUDENT /,2019,CSE,ME,
6687,"SHAKESPEARE, WILLIAM",AS YOU LIKE IT /,2006,CSE,MCA,
4605,OXFORD,ASIAN DEVELOPMENT OUTLOOK 2002 /,2006,CSE,CSE,
2835,"SOCHA, J.",ASSEMBLY LANGUAGE FOR THE P.C. /,2000,CSE,CSE,
5936,YTHAYU,ASSEMBLY LANGUAGE PROGRAMMING AND ORGANISATION OF THE IBM PC /,2001,CSE,CSE,
4629,"MILLER, ALAN R.",ASSEMBLY LANGUAGE TEECHNIQUES FOR THE IBM PC /,2007,CSE,CSE,
5290,"BISHOP, SUE",ASSERTIVENESS SKILLS TRAINING /,2011,CSE,CSE,
6684,"CHAUDHURI, NIRAD C",AUTOBIOGRAPHY OF AN UNKNOWN INDIAN /,2015,CSE,EEE,
4340,"KOZEN, DEXTER C.",AUTOMATA AND COMPUTABILITY /,2007,CSE,CSE,
5222,"ROBBINS, ANTHONY",AWAKEN THE GIANT WITH IN /,2005,CSE,CSE,
6385,"ROBBINS, ANTHONY",AWAKEN THE GIANT WITHIN /,2005,CSE,CSE,
6388,CHINMAYA YUVA KENDRA,AWAKENING INDIANS TO INDIA /,2005,CSE,CSE,
2097,"RAJARAM, R.",BAIC COMPUTER SCIENCE AND COMMUNICATION ENGINEERING /,2005,CSE,CSE,
3750,"SHARPE, PAMELA J.",BARRON S TOFEL /,2000,CSE,CSE,
3284,"GREEN, SHARON WEINER",BARRONS GRE TEST /,1997,CSE,CSE,
3755,"MURTHY, K.V.V.",BASIC CIRCUIT ANALYSIS /,2008,CSE,CSE,
4612,"JAIN, V.K.",BASIC COMPUTER PROGRAMMING /,2010,CSE,CSE,
3165,"BAKSHI, U.A.",BASIC ELECTRICAL ENGINEERING /,2004,CSE,CSE,
2858,"NEHTA, Y.P.",BASIC ELECTRICAL ENGINEERING /,2009,CSE,CSE,
2603,"BHARGAVA, N.N.",BASIC ELECTRONICS AND LINEAR CIRCUITS /,1999,CSE,CSE,
43515,"MEHROTRA,  DHEERAJ",BASIC OF ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING /,2019,CSE,DMEC,
2095,GROB,BASIC TELEVISION AND VIDEO SYSTEMS /,2006,CSE,CSE,
4991,"PUCKNELL, DOUGLAS A.",BASIC VLSI DESIGN /,2003,CSE,CSE,
4589,"KOSHAL, SATISH",BASIC WORKSHOP /,2008,CSE,MTECE_VLSI,
4590,"JAGGI, V.P.",BASICS FOR BEGINNERS /,2008,CSE,MTECE_VLSI,
43521,"REVVID,  JANATHAN",BE CYBER SECURE /,2019,CSE,DMEC,
43504,"JOSE,  JEEVA",BEGINNER'S GUIDE FOR DATA ANALYSIS SING R PROGRAMMING /,2019,CSE,DEEE,
43518,"OJHA,  ABHINAV",BEGINNERS GUIDE TO ETHICAL HACKING AND CYBER SECURITY /,2021,CSE,DMEC,
4915,"HORTONS, IVOR",BEGINNING JAVA 2 /,2004,CSE,CSE,
5726,"MATHEW, NEIL",BEGINNING LINUX PROGRAMMING /,2007,CSE,CSE,
1673,"LEWIS, NORMAN",BETTER ENGLISH /,1999,CSE,CSE,
2121,"CONNOR, J.D.O.",BETTER ENGLISH PRONOUNCIATION /,2007,CSE,CSE,
43506,"JAIN,  V.K.",BIG DATA & HADOOP /,2022,CSE,ME,
43513,DISTRICT EDITORIAL SERVICES,"BIG DATA (COVERS HADOOP2,MAPREDUCE HIVE YARN RAND DATA VISUALIZATION / ",2020,CSE,DMEC,
41991,"UPADHYAY,  NITIN",BIG DATA : MANAGEMENT AND ANALYSIS /,2018,CSE,DECE,
43486,"HORSTMAN,  CAY S.",BIG JAVA EARLY OBJECTS /,2017,CSE,DCIV,
5209,"JAMES, MURIEL",BORN TO WIN /,2004,CSE,CSE,
4954,"DESOUSA, JOSE T.",BOUNDARY SEAN INTERCONNECT DIAGJOSIS /,2008,CSE,CSE,
4620,"WRAY, PAUL",BPB COMPUTER COURSE /,2016,CSE,DCSE,
6157,JAICO,BRAIN TEASERS /,2004,CSE,CSE,
6712,"HARI, MOHIT",BREAK THE MBA ADMISSIONS BARRIER /,2006,CSE,H&S,
6637,"SUBBURAJ, V.V.K.",BSNL JTO /,2015,CSE,DCSE,
4554,BPB EDITORIAL BOARD,BUILD A PERSONAL EARTH STATION /,2004,CSE,CSE,
5855,"TRAISTER, ROBERT J.",BUILD APERSONAL EARTH STATION FOR WORLD WIDE SATELLITE TV RECEPTION /,1997,CSE,CSE,
4557,BPB EDITORIAL BOARD,BUILD OWN COILS AND TRANSFORMERS /,2008,CSE,CSE,
4547,BPB EDITORIAL BOARD,BUILD YOUR OWN BATTERY CHARGER& EMERGENCY LIGHT /,2004,CSE,CSE,
4548,BPB EDITORIAL BOARD,BUILD YOUR OWN BATTERY ELIMINATORS & VOLTAGE STABILIZERS /,1998,CSE,CSE,
4531,"KAPOOR, RAJ",BUILD YOUR OWN DIGITAL CLOCKS /,2006,CSE,CSE,
4577,"ROSENTHAL, MORRIS",BUILD YOUR OWN PC /,2001,CSE,CSE,
5131,"BRAGDON, ALLEN D.",BUILDING LEFT YOUR POWER /,2007,CSE,CSE,
5121,"STEWART, WILLIAM",BUILDING SELF ESTEEM /,2006,CSE,CSE,
43477,"DINESH KUMAR,  U.",BUSINESS ANALYSIS /,2017,CSE,ME,
1447,"JAUCH, LAWRENCE R.",BUSINESS POLICY AND STRATEGIC MANAGEMENT /,2016,CSE,CSE,
5165,"TIMM, PAUL R.",BUSINESS RESEARCH /,2004,CSE,CSE,
2895,GOPALA KRISHNA B.,C & DATA STRUCTURES /,2007,CSE,CSE,
6281,"KAMTHANE, ASHOK N.",C & DATA STRUCTURES /,2005,CSE,CSE,
1798,"NASAR, SYAD A.",C & DATA STRUCTURES /,2007,CSE,CSE,
4102,"RADHA KRISHNA, P.",C & DATA STRUCTURES /,2003,CSE,CSE,
5078,"SREENIVASULU, D.",C & DATA STRUCTURES /,2007,CSE,CSE,
4109,"SRINU BABU, CH.",C AND DATA STRUCTURES /,2009,CSE,CSE,
4621,"KALICHARAN, NEOL",C BY EXAMPLE /,2016,CSE,DCSE,
5086,"RAJARAM, R.",C PROGRAMMING MADE EASY /,2000,CSE,CSE,
2177,"SADHOD, REETA",C PROJECTS /,2000,CSE,CSE,
2141,"LIBERTY, JESSE",C++ AN INTRODUCTION OF PROGRAMMING /,2006,CSE,CSE,
2143,"DEITEL, H.M.",C++ HOW TO PROGRAM /,2006,CSE,CSE,
2760,"DALE, NELL",C++ PLUS DATA STRUCTURES /,2009,CSE,CSE,
2630,"COHOON, JAMY P.",C++ PROG DESIGN /,2008,CSE,MBA,
2269,"SAHOO, REETA",C++ PROJECTS /,2006,CSE,CSE,
2635,"ARI, FRIEDMAN",C/C++ ANNATATED ARCHIVES /,2000,CSE,CSE,
6112,"GROTH, DAVID",CABLING : THE COMPLETE GUIDE TO NETWORKING /,2003,CSE,CSE,
5054,CAMBRIDGE UNIVERSITY,CAMBRIDGE ADVANCED LEANERS DICTIONARY /,2008,CSE,CSE,
5051,CAMBRIDGE,CAMBRIDGE DICTIONARY OF AMERICAN ENGLISH /,2007,CSE,CSE,
5046,CAMBRIDGE,CAMBRIDGE IELTS-2 :,2006,CSE,CSE,
5050,CAMBRIDGE,CAMBRIDGE INTERNATIONAL DICTIONARY OF PHRASAL VERBS /,2007,CSE,CSE,
2344,"GEAR, JOLENE",CAMBRIDGE PREPARATION FOR THE TOEFL TEST /,2000,CSE,CSE,
5137,"BARRETT, JIM",CAREER APTITUDE AND SELECTION TESTS /,1988,CSE,CSE,
1708,"ROSINSON, MAIRI",CHAMBERI ZIST CENTURY DICTIONARY /,1999,CSE,CSE,
1667,"KIRKPATRICKA, EM",CHAMBERS UNIRESOL LEARNERS DICTIONARY /,2001,CSE,CSE,
5316,"BAY, TOM",CHANGE YOUR ATTITUDE /,2004,CSE,CSE,
1835,"IYER, T.S.K.V.",CIRCUIT THEORY /,2000,CSE,CSE,
5528,"CHAKRAVARTI, A.",CIRCUIT THEORY ANALYSIS AND SYNTHSIS /,2004,CSE,CSE,
4232,"SUDHAKAR, A.",CIRCUITS AND NETWORKS /,2007,CSE,CSE,
5101,"HELFENSTEIN, MARKAUS",CIRCUITS AND SYSTEMS FOR WIRELESS COMMUNICATIONS /,2007,CSE,CSE,
5713,"PAUL, AMMANN T.",CISCO ROUTER INTERNATWORKING /,2007,CSE,CSE,
5347,"HAMILTON, ANDREW",CISCO ROUTERS /,1998,CSE,CSE,
2328,PYLE. MICHAEL A.,CLIFFS TOEFL PREPARATION GUIDE /,2003,CSE,CSE,
43494,"BAHGA,  ARSHDEEP",CLOUD COMPUTING /,2016,CSE,DMEC,
39203,"BOYA,  HUSSAIN",CLOUD COMPUTING /,2017,CSE,CSE,
5098,"JANSSENS, JOHAN",CMOS CELLUAR RECEIVER FRONT ENDS /,1986,CSE,H&S,
6566,"BAKER, JACOB R.","CMOS CIRCUIT DESIGN, LAYOUT, AND SIMULATION / ",,CSE,CSE,
5104,"KUO, JAMES B.",CMOS VLSI ENGINEERING SILICON ON INSULATOR /,2005,CSE,CSE,
936,"ROY, M.K.",COBOL PROGRAMMING /,2008,CSE,CSE,
6582,"BALI, SURINDER PAL",COLOUR TELEVISION /,2009,CSE,CSE,
2135,"RAVICHAND, K.",COMBINATORICS AND GRAPH THEORY /,2008,CSE,CSE,
4614,"GUPTA, VIKAS",COMDEX COMPUTER COURSE KIT (XP EDITION) /,2001,CSE,CSE,
4616,"GUPTA, VIKAS",COMDEX INFORMATION TECHNOLOGY COURSE KIT /,2016,CSE,CSE,
1641,"JA, FITIKIDES T.",COMMON MISTAKES IN ENGLISH /,,CSE,CSE,
5299,"DOLANI, ARREDON",COMMUNICATING EFFECTIVELY /,2012,CSE,CSE,
5168,"CORRADO, FRANK M.",COMMUNICATING WITH EMPLOYEES /,2005,CSE,CSE,
4055,"DESHPANDE, N.D.",COMMUNICATION ELECTRONICS /,2004,CSE,CSE,
4690,"FARHATHULLAH, T.M.",COMMUNICATION SKILLS FOR TECHNICAL STUDENTS /,1997,CSE,CSE,
2573,"SCHWARTZ, M.",COMMUNICATION SYSTEM AND TECHNIQUEQ /,2008,CSE,CSE,
3909,"CARLSON, BRUCE A.",COMMUNICATION SYSTEMS /,2004,CSE,CSE,
3511,"SINGH, R.P.",COMMUNICATION SYSTEMS ANALOG & DIGITAL /,2005,CSE,CSE,
3371,SUBRAHMANYANYESWARA RAO,COMMUNICATION THEORY :,2005,CSE,CSE,
3373,"LATHI, B.P.",COMMUNICATIONS SYSTEMS /,2007,CSE,CSE,
5970,"SOANES, CATHERINE","COMPACT OXFORD DICTIONARY, THESAURUS, AND WORD POWER GUIDE / ",2001,CSE,CSE,
5110,"HAMEL, GARRY",COMPATING FOR THE FUTURE /,2005,CSE,CSE,
45702,GATE FORUM,COMPILER DESIGN-6,2017,CSE,CAI,
1710,"AHO, ALFRED V.",COMPILERS /,1999,CSE,CSE,
5022,"SIMON, ROBERTS",COMPLETE JAVA 2 CERTIFICATION /,2006,CSE,CSE,
6655,"STEINBERG, ROBERTA",COMPLETE TOOLS FOR THE TOEFL TEST /,2000,CSE,ECE,
5805,"RAMAMOORTY, N.",COMPUTER AIDED DESIGN OF ELECTRICAL EQUIPMENT /,,CSE,CSE,
1516,"KRISHNAMOORTHY, C.S.",COMPUTER AIDED DESIGN SOFTWARE AND ANALYTICAL TOOLS /,2000,CSE,CSE,
4913,"HILL, FREDERICK J.",COMPUTER AIDED LOGICAL DESIGN WITH EMPHASIS ON VLSI /,2005,CSE,CSE,
4983,"KUSIC, GEORGE L.",COMPUTER AIDED POWER SYSTEMS ANALYSIS /,1999,CSE,CSE,
2261,"HOROWITZ, ELLIS",COMPUTER ALGORITHMS/C++ /,2006,CSE,CSE,
4592,"TATPUJE, DIPAK",COMPUTER APPLICATIONS /,2000,CSE,CSE,
1079,"KAI, HWANG",COMPUTER ARCHITECTURE AND PARALLEL PROCESSING /,2000,CSE,CSE,
4622,"GANESH, S.G.",COMPUTER CAREERS PLACEMENTS PREPERATION GUIDE /,2016,CSE,DCSE,
4575,"HUTCHINSON, SARAH E.",COMPUTER COMMUNICATION INFORMATION /,2000,CSE,CSE,
5072,BPB EDITORIAL BOARD,COMPUTER DICTIONARY /,,CSE,CSE,
2579,"SIMMONS, IAN",COMPUTER DICTIONARY /,1984,CSE,CSE,
4626,"ARORA, PAWAN",COMPUTER FOR BEGINNERS /,2006,CSE,CSE,
4609,"JAIN, V.K.",COMPUTER FOR BEGINNERS /,2001,CSE,CSE,
1638,"LEON, ALEXIS",COMPUTER FOR EVERONE /,1994,CSE,CSE,
4571,"ARORA, ASHOK",COMPUTER FUNDAMENTALS /,2006,CSE,CSE,
4619,PEARL,COMPUTER FUNDAMENTALS /,2004,CSE,CSE,
2422,"SINHA, P.K.",COMPUTER FUNDAMENTALS /,2007,CSE,CSE,
2094,"KRISHNAN, N.",COMPUTER FUNDAMENTALS AND WINDOWS WITH INTERNET TECHNOLOGY /,2007,CSE,CSE,
3624,"RAM, BADRI",COMPUTER FUNDAMENTALS ARCHITECTURE AND ORGANISATION /,2008,CSE,CSE,
5715,"ASTHANA, R.G.S.",COMPUTER GRAPHICS /,2007,CSE,CSE,
1034,"FOLEY, JAMES D.",COMPUTER GRAPHICS /,2007,CSE,CSE,
6596,"XIANG, ZHIGANG",COMPUTER GRAPHICS /,2015,CSE,DCIV,
43170,"KARUNA KUMAR,  B",COMPUTER HARDWARE & NETWORKING /,2020,CSE,DH&S,
39168,"NAGENDRA REDDY,  N.",COMPUTER HARDWARE /,2017,CSE,CSE,
39143,"PRADEEP,  PANNERU",COMPUTER HARDWARE /,2017,CSE,CSE,
38711,"NAGENDRA PRASAD RAO,  J.",COMPUTER HARDWARE AND MAINTENANCE /,2016,CSE,DCIV,
4606,"EVANS, DONALD R",COMPUTER LAB MANUAL /,2006,CSE,CSE,
2430,"MOHAMMAD, MUKTAR AHMED",COMPUTER METHODS & POWER SYSTEMS /,2008,CSE,MCA,
5361,"STAGG, GLENN W.",COMPUTER METHODS IN POWER SYSTEM ANALYSIS /,1999,CSE,CSE,
5069,"ARRILLAGA, J.",COMPUTER MODELLING OF ELECTRICAL POWER SYSTEMS /,2007,CSE,CSE,
45755,SUDHEER DAS GOLLA,COMPUTER NETWORK & CYBER SECURITY,2024,CSE,DCME,
45706,GATE FORUM,COMPUTER NETWORK-9,2017,CSE,CAI,
3863,"KUROSE, JAMES F.",COMPUTER NETWORKING /,2006,CSE,CSE,
38725,"BASHA,  S.D.",COMPUTER NETWORKS /,2016,CSE,DCSE,
4645,"BLACK, UYLESS",COMPUTER NETWORKS /,2014,CSE,DCSE,
1852,"TANENBAUM, ANDREW S.",COMPUTER NETWORKS /,1987,CSE,CSE,
41989,"TRIVEDI,  BHUSHAN",COMPUTER NETWORKS /,2014,CSE,ECE,
4613,"ROY, GAUTAM",COMPUTER OPERATOR AND PROGRAMMING ASSISTANCE /,2005,CSE,CSE,
5747,"ANJANEYULU, G.V.",COMPUTER ORGANIZATION /,2008,CSE,CSE,
4509,"GODSE, A.P.",COMPUTER ORGANIZATION /,1998,CSE,CSE,
3926,"LAVANYA, T.",COMPUTER ORGANIZATION /,2008,CSE,CSE,
4475,"RAMESH, G.",COMPUTER ORGANIZATION /,2008,CSE,CSE,
5377,"VEERENDRA, K.P.",COMPUTER ORGANIZATION /,2000,CSE,CSE,
43414,"RAJARAMAN,  V.",COMPUTER ORGANIZATION AND ARCHITECTURE /,2011,CSE,MBA,
2848,"PAL, CHAUDHURI P.",COMPUTER ORGANIZATION AND DESIGN(cd) /,2016,CSE,DCSE,
2809,"PLATERSON, DAVID A.",COMPUTER ORGANIZATION AND DESIGN(cd) /,2008,CSE,MTECE_VLSI,
45745,"SARITHA, BIREDDY",COMPUTER ORGANIZATION AND MICROPROCESSORS,2024,CSE,DCME,
45699,GATE FORUM,COMPUTER ORGANIZATION-3,2017,CSE,CAI,
3919,"STALLINGS, WILLIAM",COMPUTER ORGANIZATIONS AND ARCHITECTURE /,2008,CSE,CSE,
4785,"RAJARAMAN, V.",COMPUTER ORIENTED NUMERICAL METHODS /,2001,CSE,CSE,
1741,"SALARIA, R.S.",COMPUTER ORIENTED NUMERICAL METHODS /,2006,CSE,MCA,
39476,"MITHAL,   AJAY K.",COMPUTER PROGRAMMING /,2010,CSE,CSE,
39018,"SRINIVASA RAO,  P.S.V.",COMPUTER PROGRAMMING IN C /,2016,CSE,CSE,
4565,"RAJARAMAN, V.",COMPUTER PROGRAMMING IN FORTRAN 90 AND 95 /,2006,CSE,CSE,
4570,"SARVANAN, V.",COMPUTER PROGRAMMING LABORATORY MAUAL /,1996,CSE,CSE,
6638,UNIVERSITY AND COMPETITIVE EXAMINATIONS,COMPUTER SCIENCE /,2015,CSE,DCSE,
1084,"MANO, MORRIS M.",COMPUTER SYSTEM ARCHITECTURE /,2001,CSE,CSE,
2758,"HEURING, VINCENT P.",COMPUTER SYSTEMS DESIGN AND ARCHITECTURE /,2000,CSE,CSE,
3904,"CARPINELLI, JOHN",COMPUTER SYSTEMS ORGANISATION AND ARCHITECTURE /,2003,CSE,CSE,
4601,"BASANDRA, SURESH K.",COMPUTER SYSTEMS TODAY /,2006,CSE,CSE,
6515,"PAI, M.A.",COMPUTER TECHNIQUES IN POWER SYSTEMS ANALYSIS /,2014,CSE,CSE,
4607,"RICHARDS, R.P.",COMPUTERS /,2001,CSE,CSE,
4114,C,COMPUTERS AND INFORMATION TECHNOLOGY /,2008,CSE,CSE,
4580,"SHARADHA, MAHA",COMPUTERS CONCEPTS AND FACTS /,1976,CSE,CSE,
5878,"BHATNAGAR, S.C.",COMPUTERS INFORMATION MANAGEMENT /,1999,CSE,CSE,
4574,"BASANDRA, SURESH K.",COMPUTERS TODAY /,2006,CSE,CSE,
4598,"HEATHCOTE, P.M.",COMPUTING /,2000,CSE,CSE,
2622,"BEISER, ARTHUR",CONCEPTS OF MODERN PHYSICS /,2007,CSE,CSE,
5745,"SEBESTA, ROBERT W.",CONCEPTS OF PROGRAMMING LANGUAGES /,2008,CSE,CSE,
6676,"THORPE, SHOWICK",CONCISE GENERAL KNOWLEDGE MANUAL 2006 /,2006,CSE,ECE,
4454,GRAHAM,CONCRETE MATHEMATICS /,2003,CSE,CSE,
6710,"DOBSON, ANN",CONDUCT EFFECTIVE INTERVIEWS /,1999,CSE,H&S,
4450,GATE COMPUTERS,CONFORMING TO THE SYLLABUS OF GATE COMPUTER SCIENCE /,2006,CSE,CSE,
4451,EE,CONFORMING TO THE SYLLABUS OF GATE EE /,2008,CSE,CSE,
6598,"RAMAKALYAN, A.",CONTROL ENGINEERING /,2015,CSE,DCOM,
5636,"NAGOOR KANI, A.",CONTROL SYSTEM /,2006,CSE,CSE,
3044,"NAGRATH, I.J.",CONTROL SYSTEM ENGINEERING /,2008,CSE,CSE,
4669,"NISE, NORMAN S.",CONTROL SYSTEM ENGINEERING /,2000,CSE,CSE,
4129,"GOPAL, M.",CONTROL SYSTEMES AND DESIGN /,2005,CSE,CSE,
5012,"BAKSHI, U.A.",CONTROL SYSTEMS /,2001,CSE,CSE,
3228,"GOPAL, M.",CONTROL SYSTEMS /,2006,CSE,CSE,
3546,"SINHA, NARESH K.",CONTROL SYSTEMS /,2006,CSE,CSE,
5288,"CHAUDHAURI, ARNDAM",COUNT YOUR CHICKENS BEFORE THEY HATCH /,2012,CSE,CSE,
6703,"PEALE, NORMAN VINCENT.",COURAGE AND CONFIDENCE /,2007,CSE,H&S,
5157,"ALDER, HARRY",CQ BOOST YOUR CREATIVE INTELLIGENCE /,,CSE,CSE,
6663,"LURIE, KAREN",CRACKING THE GRE /,2001,CSE,ECE,
5096,"MONROY, IDELFONSO TABUR",CROSSTALK IN WDM COMMUNICATION NETWORKS /,1998,CSE,CSE,
43503,"JAIN,  V.K.",CRYPOTOGRAPHY AND NETWORK  SECURITY /,2020,CSE,DMEC,
43527,"KAHATE,  ATUL",CRYPOTOGRAPHY AND NETWORK  SECURITY /,2012,CSE,ME,
43528,"STALLINGS,  WILLIAM",CRYPOTOGRAPHY AND NETWORK  SECURITY /,2017,CSE,DMEC,
39528,"BOYA,  HUSSAIN",CRYPTOGRAPHY AND NETWORK SECURITY /,2017,CSE,CSE,
2725,"KIMBARK, EDWARD WILSON",CRYPTOGRAPHY AND NETWORK SECURITY /,2003,CSE,CSE,
38718,"PRADEEP,  P.",CRYPTOGRAPHY AND NETWORK SECURITY /,2016,CSE,DCIV,
6668,"SACHDEVA, S.K.",CSR YEAR BOOK 2006 /,2003,CSE,ECE,
6092,"DIGEST, READERS",CURING EVERDAY ELEMENTS /,2002,CSE,CSE,
5303,"GREENBERG, PAUL",CUSTOMER RELATIONSHIP MANAGEMENT /,2009,CSE,CSE,
43530,"GODBOLE,  NINA",CYBER SECURITY /,2022,CSE,ME,
43514,"GOYAL,  KRISHNA KUMAR",CYBER SECURITY /,2019,CSE,DCIV,
43476,"STEINBERG,  JOSEPH",CYBERSECURITY DUMMIES /,2020,CSE,ME,
5369,"BAGAD, V.S.",DATA AND COMPUTER COMMUNICATIONS /,2000,CSE,CSE,
847,"KIMBARK, EDWARD WILSON",DATA AND COMPUTER COMMUNICATIONS /,2006,CSE,CSE,
4044,"HARSEN, JAMES R.",DATA BASE MANAGEMENT AND DESIGN /,2005,CSE,CSE,
39071,"KARUNA KUMAR,  B",DATA COMMUNICATION AND COMPUTER NETWORKS /,2017,CSE,CSE,
4846,"BLACK, UYLESS",DATA COMMUNICATION AND DISTRIBUTED NETWORKS /,2010,CSE,CSE,
2047,"FOROUZAN, BEHROUZ A.",DATA COMMUNICATION AND NETWORKING /,2008,CSE,CSE,
4998,"HOUSLEY, TREVOR",DATA COMMUNICATION AND TELIPROCESSING SYSTEMS /,1984,CSE,CSE,
5517,"HALSALL, FRED",DATA COMMUNICATION COMPUTER NETWORKS AND OPEN SYSTEMS /,2004,CSE,CSE,
39059,"RAVI KUMAR,  I.",DATA COMMUNICATIONS & COMPUTER NETWORKS /,2017,CSE,CSE,
39172,"SHARMA,  S.D.",DATA COMMUNICATIONS & COMPUTER NETWORKS /,2017,CSE,CSE,
39226,"BOYA,  HUSSAIN",DATA COMMUNICATIONS /,2017,CSE,CSE,
1992,"GUPTA, PRAKASH C.",DATA COMMUNICATIONS /,2007,CSE,CSE,
5417,"GODBOLE, ACHYUT S.",DATA COMMUNICATIONS AND NETWORKS /,2001,CSE,CSE,
4997,"HOUSELY, T.",DATA COMMUNICATIONS AND TELE PROCESSING SYSTEM /,2000,CSE,CSE,
39610,"DU,  HONGHO",DATA MINING :,2010,CSE,DEEE,
2799,"BERTSEKAS, D.",DATA NETWORKS /,2001,CSE,CSE,
4630,KHANNA,DATA PROCESSING /,2004,CSE,CSE,
4481,VICTORY,DATA PROCESSING AND FILE ORGANISATION /,2008,CSE,CSE,
43433,"KELLCHER,  JOHN D.",DATA SCIENCE /,2018,CSE,ME,
43542,"SMITH,  BENJAMIN",DATA SCIENCE /,2021,CSE,DMEC,
